esmini GIT REV: 7df5a1c
esmini GIT TAG: 
esmini GIT BRANCH: master
esmini BUILD VERSION: N/A - client build
Scenario File Name: resources/xosc/./cut-in.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entitity_Name [-] , #1 Entitity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entitity_Name [-] , #2 Entitity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
49, 4.900000, Ego, 0, 18.055556, -0.000117, 1.450372, 8.584031, 138.441293, -0.223833, 0.106684, 18.055214, -0.040583, 0.012020, -0.000070, 0.001530, 138.490044, -8.000000, 1.564854, -0.000670, 0.000000, 0.000000, 0.002242, -0.000037, , Obj1, 1, 14.166667, -0.000177, 3.554593, 5.634030, 219.384804, -0.382250, 0.137643, 14.166016, -0.024972, 0.011261, -0.000109, 0.000401, 219.431513, -4.425000, 1.561040, -0.000797, 0.000000, 0.000000, 0.001761, -0.000056, , 
50, 5.000000, Ego, 0, 18.055556, -0.000118, 0.325917, 8.594821, 140.246814, -0.227874, 0.107902, 18.055206, -0.040412, 0.012179, -0.000074, 0.001712, 140.296140, -8.000000, 1.564786, -0.000679, 0.000000, 0.000000, 0.002232, -0.000038, , Obj1, 1, 14.166667, -0.000178, 1.319027, 5.647908, 220.801404, -0.384743, 0.138775, 14.166005, -0.024935, 0.011326, -0.000111, 0.000369, 220.848533, -4.425000, 1.560960, -0.000802, 0.000000, 0.000000, 0.001758, -0.000057, , 
51, 5.100000, Ego, 0, 18.055556, -0.000120, 5.484647, 8.605734, 142.052334, -0.231896, 0.109136, 18.055199, -0.040223, 0.012338, -0.000074, 0.001895, 142.102242, -8.000000, 1.564717, -0.000688, 0.000000, 0.000000, 0.002221, -0.000038, , Obj1, 1, 14.166667, -0.000179, 5.366646, 5.661899, 222.218004, -0.387234, 0.139914, 14.165993, -0.024901, 0.011391, -0.000112, 0.000337, 222.265556, -4.425000, 1.560880, -0.000806, 0.000000, 0.000000, 0.001756, -0.000057, , 
52, 5.200000, Ego, 0, 18.055556, -0.000121, 4.360192, 8.616773, 143.857853, -0.235898, 0.110385, 18.055191, -0.040015, 0.012497, -0.000075, 0.002077, 143.908351, -8.000000, 1.564648, -0.000697, 0.000000, 0.000000, 0.002209, -0.000039, , Obj1, 1, 14.166667, -0.000180, 3.131080, 5.676005, 223.634602, -0.389721, 0.141060, 14.165982, -0.024871, 0.011456, -0.000114, 0.000304, 223.682580, -4.425000, 1.560798, -0.000811, 0.000000, 0.000000, 0.001754, -0.000057, , 
53, 5.300000, Ego, 0, 18.055556, -0.000123, 3.235737, 8.627938, 145.663371, -0.239877, 0.111651, 18.055183, -0.039789, 0.012656, -0.000077, 0.002260, 145.714468, -8.000000, 1.564577, -0.000705, 0.000000, 0.000000, 0.002196, -0.000039, , Obj1, 1, 14.166667, -0.000181, 0.895514, 5.690226, 225.051199, -0.392205, 0.142212, 14.165971, -0.024843, 0.011521, -0.000115, 0.000272, 225.099607, -4.425000, 1.560717, -0.000816, 0.000000, 0.000000, 0.001752, -0.000058, , 
54, 5.400000, Ego, 0, 18.055556, -0.000124, 2.111282, 8.639231, 147.468889, -0.243831, 0.112932, 18.055176, -0.039545, 0.012814, -0.000079, 0.002442, 147.520591, -8.000000, 1.564506, -0.000714, 0.000000, 0.000000, 0.002182, -0.000040, , Obj1, 1, 14.166667, -0.000182, 4.943133, 5.704563, 226.467795, -0.394687, 0.143371, 14.165959, -0.024819, 0.011586, -0.000116, 0.000240, 226.516635, -4.425000, 1.560635, -0.000820, 0.000000, 0.000000, 0.001751, -0.000058, , 
55, 5.500000, Ego, 0, 18.055556, -0.000126, 0.986827, 8.650654, 149.274406, -0.247759, 0.114229, 18.055167, -0.039282, 0.012973, -0.000084, 0.002625, 149.326721, -8.000000, 1.564433, -0.000723, 0.000000, 0.000000, 0.002167, -0.000040, , Obj1, 1, 14.166667, -0.000183, 2.707567, 5.719017, 227.884389, -0.397167, 0.144536, 14.165947, -0.024799, 0.011651, -0.000119, 0.000207, 227.933666, -4.425000, 1.560552, -0.000825, 0.000000, 0.000000, 0.001749, -0.000058, , 
56, 5.600000, Ego, 0, 18.055556, -0.000127, 6.145557, 8.662208, 151.079921, -0.251660, 0.115543, 18.055159, -0.039001, 0.013132, -0.000084, 0.002807, 151.132859, -8.000000, 1.564360, -0.000732, 0.000000, 0.000000, 0.002151, -0.000041, , Obj1, 1, 14.166667, -0.000184, 0.472001, 5.733588, 229.300983, -0.399645, 0.145707, 14.165935, -0.024781, 0.011716, -0.000120, 0.000175, 229.350699, -4.425000, 1.560469, -0.000829, 0.000000, 0.000000, 0.001748, -0.000059, , 
57, 5.700000, Ego, 0, 18.055556, -0.000129, 5.021102, 8.673895, 152.885438, -0.255530, 0.116872, 18.055164, -0.038703, 0.013292, 0.000047, 0.002986, 152.939003, -8.000000, 1.564286, -0.000740, 0.000000, 0.000000, 0.002134, -0.000041, , Obj1, 1, 14.166667, -0.000185, 4.519620, 5.748276, 230.717575, -0.402121, 0.146886, 14.165923, -0.024767, 0.011781, -0.000122, 0.000143, 230.767733, -4.425000, 1.560386, -0.000834, 0.000000, 0.000000, 0.001747, -0.000059, , 
58, 5.800000, Ego, 0, 18.055556, -0.000130, 3.896647, 8.685717, 154.690955, -0.259370, 0.118216, 18.055174, -0.038397, 0.013440, 0.000109, 0.003055, 154.745155, -8.000000, 1.564211, -0.000748, 0.000000, 0.000000, 0.002118, -0.000042, , Obj1, 1, 14.166667, -0.000186, 2.284054, 5.763083, 232.134166, -0.404597, 0.148070, 14.165911, -0.024756, 0.011847, -0.000124, 0.000111, 232.184770, -4.425000, 1.560302, -0.000839, 0.000000, 0.000000, 0.001747, -0.000059, , 
59, 5.900000, Ego, 0, 18.055556, -0.000131, 2.772192, 8.697674, 156.496472, -0.263179, 0.119573, 18.055165, -0.038098, 0.013574, -0.000091, 0.002996, 156.551312, -8.000000, 1.564136, -0.000756, 0.000000, 0.000000, 0.002101, -0.000042, , Obj1, 1, 14.166667, -0.000187, 0.048488, 5.778009, 233.550756, -0.407072, 0.149261, 14.165898, -0.024748, 0.011912, -0.000125, 0.000078, 233.601809, -4.425000, 1.560218, -0.000843, 0.000000, 0.000000, 0.001746, -0.000060, , 
60, 6.000000, Ego, 0, 18.055556, -0.000133, 1.647737, 8.709769, 158.301987, -0.266960, 0.120944, 18.055156, -0.037805, 0.013709, -0.000089, 0.002929, 158.357475, -8.000000, 1.564060, -0.000763, 0.000000, 0.000000, 0.002085, -0.000042, , Obj1, 1, 14.166667, -0.000188, 4.096107, 5.793055, 234.967345, -0.409546, 0.150459, 14.165885, -0.024743, 0.011977, -0.000126, 0.000046, 235.018850, -4.425000, 1.560133, -0.000848, 0.000000, 0.000000, 0.001746, -0.000060, , 
61, 6.100000, Ego, 0, 18.055556, -0.000134, 0.523282, 8.722002, 160.107502, -0.270712, 0.122328, 18.055147, -0.037519, 0.013844, -0.000096, 0.002862, 160.163644, -8.000000, 1.563983, -0.000770, 0.000000, 0.000000, 0.002069, -0.000043, , Obj1, 1, 14.166667, -0.000189, 1.860541, 5.808221, 236.383932, -0.412020, 0.151663, 14.165873, -0.024742, 0.012042, -0.000128, 0.000014, 236.435893, -4.425000, 1.560048, -0.000852, 0.000000, 0.000000, 0.001746, -0.000060, , 
62, 6.200000, Ego, 0, 18.055556, -0.000135, 5.682012, 8.734374, 161.913016, -0.274436, 0.123726, 18.055137, -0.037239, 0.013978, -0.000093, 0.002795, 161.969819, -8.000000, 1.563905, -0.000778, 0.000000, 0.000000, 0.002054, -0.000043, , Obj1, 1, 14.166667, -0.000190, 5.908160, 5.823509, 237.800518, -0.414495, 0.152874, 14.165860, -0.024744, 0.012107, -0.000130, -0.000019, 237.852938, -4.425000, 1.559962, -0.000857, 0.000000, 0.000000, 0.001746, -0.000061, , 
63, 6.300000, Ego, 0, 18.055556, -0.000137, 4.557557, 8.746888, 163.718529, -0.278132, 0.125138, 18.055128, -0.036966, 0.014113, -0.000099, 0.002728, 163.775999, -8.000000, 1.563826, -0.000785, 0.000000, 0.000000, 0.002039, -0.000044, , Obj1, 1, 14.166667, -0.000191, 3.672594, 5.838918, 239.217103, -0.416970, 0.154091, 14.165846, -0.024749, 0.012172, -0.000132, -0.000051, 239.269984, -4.425000, 1.559876, -0.000862, 0.000000, 0.000000, 0.001747, -0.000061, , 
64, 6.400000, Ego, 0, 18.055556, -0.000138, 3.433102, 8.759544, 165.524040, -0.281802, 0.126562, 18.055118, -0.036700, 0.014248, -0.000098, 0.002661, 165.582186, -8.000000, 1.563747, -0.000793, 0.000000, 0.000000, 0.002025, -0.000044, , Obj1, 1, 14.166667, -0.000192, 1.437028, 5.854449, 240.633686, -0.419445, 0.155315, 14.165833, -0.024757, 0.012237, -0.000134, -0.000083, 240.687033, -4.425000, 1.559789, -0.000866, 0.000000, 0.000000, 0.001747, -0.000061, , 
65, 6.500000, Ego, 0, 18.055556, -0.000139, 2.308647, 8.772344, 167.329551, -0.285446, 0.128001, 18.055108, -0.036441, 0.014383, -0.000102, 0.002594, 167.388379, -8.000000, 1.563667, -0.000800, 0.000000, 0.000000, 0.002010, -0.000045, , Obj1, 1, 14.166667, -0.000193, 5.484647, 5.870104, 242.050268, -0.421922, 0.156545, 14.165819, -0.024769, 0.012302, -0.000136, -0.000116, 242.104084, -4.425000, 1.559702, -0.000871, 0.000000, 0.000000, 0.001748, -0.000062, , 
66, 6.600000, Ego, 0, 18.055556, -0.000141, 1.184192, 8.785290, 169.135061, -0.289065, 0.129452, 18.055097, -0.036188, 0.014517, -0.000103, 0.002527, 169.194578, -8.000000, 1.563586, -0.000808, 0.000000, 0.000000, 0.001997, -0.000045, , Obj1, 1, 14.166667, -0.000194, 3.249081, 5.885882, 243.466848, -0.424401, 0.157782, 14.165806, -0.024784, 0.012367, -0.000137, -0.000148, 243.521137, -4.425000, 1.559615, -0.000875, 0.000000, 0.000000, 0.001750, -0.000062, , 
67, 6.700000, Ego, 0, 18.055556, -0.000142, 0.059737, 8.798381, 170.940569, -0.292659, 0.130918, 18.055087, -0.035942, 0.014652, -0.000106, 0.002461, 171.000783, -8.000000, 1.563505, -0.000815, 0.000000, 0.000000, 0.001983, -0.000045, , Obj1, 1, 14.166667, -0.000195, 1.013514, 5.901785, 244.883428, -0.426881, 0.159025, 14.165792, -0.024802, 0.012432, -0.000138, -0.000180, 244.938192, -4.425000, 1.559527, -0.000880, 0.000000, 0.000000, 0.001751, -0.000062, , 
68, 6.800000, Ego, 0, 18.055556, -0.000143, 5.218468, 8.811621, 172.746077, -0.296230, 0.132396, 18.055076, -0.035703, 0.014787, -0.000108, 0.002394, 172.806994, -8.000000, 1.563422, -0.000823, 0.000000, 0.000000, 0.001970, -0.000046, , Obj1, 1, 14.166667, -0.000196, 5.061134, 5.917812, 246.300005, -0.429363, 0.160275, 14.165778, -0.024823, 0.012497, -0.000140, -0.000213, 246.355250, -4.425000, 1.559438, -0.000885, 0.000000, 0.000000, 0.001753, -0.000063, , 
69, 6.900000, Ego, 0, 18.055556, -0.000144, 4.094013, 8.825010, 174.551584, -0.299777, 0.133889, 18.055065, -0.035470, 0.014922, -0.000110, 0.002327, 174.613210, -8.000000, 1.563339, -0.000830, 0.000000, 0.000000, 0.001957, -0.000046, , Obj1, 1, 14.166667, -0.000197, 2.825567, 5.933965, 247.716582, -0.431848, 0.161531, 14.165763, -0.024847, 0.012562, -0.000143, -0.000245, 247.772309, -4.425000, 1.559349, -0.000889, 0.000000, 0.000000, 0.001754, -0.000063, , 
70, 7.000000, Ego, 0, 18.055556, -0.000146, 2.969557, 8.838549, 176.357089, -0.303301, 0.135394, 18.055054, -0.035244, 0.015057, -0.000113, 0.002260, 176.419433, -8.000000, 1.563256, -0.000838, 0.000000, 0.000000, 0.001945, -0.000047, , Obj1, 1, 14.166667, -0.000198, 0.590001, 5.950245, 249.133157, -0.434335, 0.162794, 14.165749, -0.024875, 0.012628, -0.000145, -0.000277, 249.189370, -4.425000, 1.559260, -0.000894, 0.000000, 0.000000, 0.001756, -0.000063, , 
71, 7.100000, Ego, 0, 18.055556, -0.000147, 1.845102, 8.852241, 178.162593, -0.306804, 0.136913, 18.055042, -0.035025, 0.015191, -0.000114, 0.002193, 178.225662, -8.000000, 1.563171, -0.000845, 0.000000, 0.000000, 0.001933, -0.000047, , Obj1, 1, 14.166667, -0.000199, 4.637620, 5.966651, 250.549730, -0.436826, 0.164063, 14.165734, -0.024906, 0.012693, -0.000147, -0.000310, 250.606433, -4.425000, 1.559170, -0.000898, 0.000000, 0.000000, 0.001759, -0.000064, , 
72, 7.200000, Ego, 0, 18.055556, -0.000148, 0.720647, 8.866085, 179.968096, -0.310285, 0.138446, 18.055030, -0.034812, 0.015326, -0.000117, 0.002126, 180.031897, -8.000000, 1.563086, -0.000853, 0.000000, 0.000000, 0.001922, -0.000047, , Obj1, 1, 14.166667, -0.000200, 2.402054, 5.983185, 251.966302, -0.439320, 0.165339, 14.165719, -0.024940, 0.012758, -0.000149, -0.000342, 252.023498, -4.425000, 1.559080, -0.000903, 0.000000, 0.000000, 0.001761, -0.000064, , 
73, 7.300000, Ego, 0, 18.055556, -0.000150, 5.879378, 8.880084, 181.773598, -0.313745, 0.139992, 18.055019, -0.034606, 0.015461, -0.000119, 0.002059, 181.838137, -8.000000, 1.563000, -0.000860, 0.000000, 0.000000, 0.001910, -0.000048, , Obj1, 1, 14.166667, -0.000201, 0.166488, 5.999847, 253.382872, -0.441818, 0.166621, 14.165704, -0.024978, 0.012823, -0.000151, -0.000374, 253.440565, -4.425000, 1.558989, -0.000907, 0.000000, 0.000000, 0.001764, -0.000064, , 
74, 7.400000, Ego, 0, 18.055556, -0.000151, 4.754923, 8.894240, 183.579099, -0.317186, 0.141552, 18.055006, -0.034407, 0.015596, -0.000122, 0.001992, 183.644384, -8.000000, 1.562913, -0.000868, 0.000000, 0.000000, 0.001899, -0.000048, , Obj1, 1, 14.166667, -0.000202, 4.214107, 6.016638, 254.799441, -0.444320, 0.167910, 14.165689, -0.025018, 0.012888, -0.000151, -0.000407, 254.857635, -4.425000, 1.558898, -0.000912, 0.000000, 0.000000, 0.001767, -0.000065, , 
75, 7.500000, Ego, 0, 18.055556, -0.000152, 3.630468, 8.908552, 185.384598, -0.320607, 0.143125, 18.054994, -0.034214, 0.015730, -0.000124, 0.001925, 185.450636, -8.000000, 1.562826, -0.000875, 0.000000, 0.000000, 0.001889, -0.000049, , Obj1, 1, 14.166667, -0.000203, 1.978541, 6.033558, 256.216009, -0.446826, 0.169205, 14.165674, -0.025062, 0.012953, -0.000154, -0.000439, 256.274706, -4.425000, 1.558806, -0.000917, 0.000000, 0.000000, 0.001770, -0.000065, , 
76, 7.600000, Ego, 0, 18.055556, -0.000154, 2.506013, 8.923023, 187.190096, -0.324010, 0.144711, 18.054981, -0.034029, 0.015865, -0.000126, 0.001858, 187.256895, -8.000000, 1.562737, -0.000882, 0.000000, 0.000000, 0.001879, -0.000049, , Obj1, 1, 14.166667, -0.000204, 6.026160, 6.050609, 257.632575, -0.449337, 0.170507, 14.165658, -0.025110, 0.013018, -0.000156, -0.000471, 257.691779, -4.425000, 1.558714, -0.000921, 0.000000, 0.000000, 0.001774, -0.000065, , 
77, 7.700000, Ego, 0, 18.055556, -0.000155, 1.381558, 8.937654, 188.995593, -0.327395, 0.146311, 18.054968, -0.033849, 0.016000, -0.000129, 0.001791, 189.063160, -8.000000, 1.562648, -0.000890, 0.000000, 0.000000, 0.001869, -0.000049, , Obj1, 1, 14.166667, -0.000205, 3.790594, 6.067791, 259.049139, -0.451853, 0.171815, 14.165642, -0.025160, 0.013083, -0.000158, -0.000504, 259.108855, -4.425000, 1.558622, -0.000926, 0.000000, 0.000000, 0.001777, -0.000065, , 
78, 7.800000, Ego, 0, 18.055556, -0.000156, 0.257103, 8.952447, 190.801089, -0.330763, 0.147925, 18.054955, -0.033677, 0.016135, -0.000131, 0.001725, 190.869430, -8.000000, 1.562559, -0.000897, 0.000000, 0.000000, 0.001860, -0.000050, , Obj1, 1, 14.166667, -0.000206, 1.555028, 6.085104, 260.465701, -0.454374, 0.173130, 14.165626, -0.025213, 0.013148, -0.000160, -0.000536, 260.525932, -4.425000, 1.558529, -0.000930, 0.000000, 0.000000, 0.001781, -0.000066, , 
79, 7.900000, Ego, 0, 18.055556, -0.000157, 5.415833, 8.967402, 192.606583, -0.334114, 0.149552, 18.054942, -0.033511, 0.016270, -0.000134, 0.001658, 192.675707, -8.000000, 1.562468, -0.000905, 0.000000, 0.000000, 0.001851, -0.000050, , Obj1, 1, 14.166667, -0.000207, 5.602647, 6.102549, 261.882262, -0.456901, 0.174451, 14.165610, -0.025270, 0.013213, -0.000162, -0.000568, 261.943012, -4.425000, 1.558435, -0.000935, 0.000000, 0.000000, 0.001785, -0.000066, , 
80, 8.000000, Ego, 0, 18.055556, -0.000159, 4.291378, 8.982521, 194.412076, -0.337449, 0.151192, 18.054928, -0.033352, 0.016404, -0.000136, 0.001591, 194.481989, -8.000000, 1.562377, -0.000912, 0.000000, 0.000000, 0.001842, -0.000051, , Obj1, 1, 14.166667, -0.000208, 3.367081, 6.120127, 263.298822, -0.459434, 0.175779, 14.165594, -0.025330, 0.013278, -0.000164, -0.000601, 263.360093, -4.425000, 1.558341, -0.000940, 0.000000, 0.000000, 0.001790, -0.000066, , 
81, 8.100000, Ego, 0, 18.055556, -0.000160, 3.166923, 8.997806, 196.217567, -0.340769, 0.152846, 18.054914, -0.033200, 0.016539, -0.000139, 0.001524, 196.288278, -8.000000, 1.562285, -0.000920, 0.000000, 0.000000, 0.001834, -0.000051, , Obj1, 1, 14.166667, -0.000209, 1.131515, 6.137838, 264.715380, -0.461974, 0.177114, 14.165577, -0.025394, 0.013344, -0.000165, -0.000633, 264.777177, -4.425000, 1.558247, -0.000944, 0.000000, 0.000000, 0.001794, -0.000067, , 
82, 8.200000, Ego, 0, 18.055556, -0.000161, 2.042468, 9.013257, 198.023057, -0.344075, 0.154513, 18.054900, -0.033054, 0.016674, -0.000142, 0.001457, 198.094572, -8.000000, 1.562192, -0.000927, 0.000000, 0.000000, 0.001826, -0.000052, , Obj1, 1, 14.166667, -0.000210, 5.179134, 6.155684, 266.131936, -0.464520, 0.178454, 14.165560, -0.025460, 0.013409, -0.000168, -0.000665, 266.194262, -4.425000, 1.558152, -0.000949, 0.000000, 0.000000, 0.001799, -0.000067, , 
83, 8.300000, Ego, 0, 18.055556, -0.000163, 0.918013, 9.028876, 199.828546, -0.347366, 0.156194, 18.054886, -0.032915, 0.016809, -0.000144, 0.001390, 199.900872, -8.000000, 1.562099, -0.000935, 0.000000, 0.000000, 0.001819, -0.000052, , Obj1, 1, 14.166667, -0.000211, 2.943568, 6.173664, 267.548490, -0.467073, 0.179802, 14.165543, -0.025530, 0.013474, -0.000171, -0.000698, 267.611350, -4.425000, 1.558056, -0.000953, 0.000000, 0.000000, 0.001804, -0.000067, , 
84, 8.400000, Ego, 0, 18.055556, -0.000164, 6.076743, 9.044665, 201.634033, -0.350644, 0.157889, 18.054871, -0.032783, 0.016944, -0.000148, 0.001323, 201.707179, -8.000000, 1.562004, -0.000942, 0.000000, 0.000000, 0.001811, -0.000052, , Obj1, 1, 14.166667, -0.000212, 0.708001, 6.191779, 268.965043, -0.469633, 0.181156, 14.165526, -0.025603, 0.013539, -0.000173, -0.000730, 269.028439, -4.425000, 1.557961, -0.000958, 0.000000, 0.000000, 0.001809, -0.000068, , 
85, 8.500000, Ego, 0, 18.055556, -0.000165, 4.952288, 9.060625, 203.439518, -0.353910, 0.159596, 18.054856, -0.032657, 0.017078, -0.000149, 0.001256, 203.513491, -8.000000, 1.561909, -0.000950, 0.000000, 0.000000, 0.001805, -0.000053, , Obj1, 1, 14.166667, -0.000213, 4.755621, 6.210031, 270.381593, -0.472201, 0.182516, 14.165509, -0.025679, 0.013604, -0.000175, -0.000762, 270.445531, -4.425000, 1.557864, -0.000963, 0.000000, 0.000000, 0.001815, -0.000068, , 
86, 8.600000, Ego, 0, 18.055556, -0.000167, 3.827833, 9.076757, 205.245002, -0.357164, 0.161318, 18.054841, -0.032538, 0.017213, -0.000154, 0.001189, 205.319809, -8.000000, 1.561814, -0.000957, 0.000000, 0.000000, 0.001798, -0.000053, , Obj1, 1, 14.166667, -0.000214, 2.520054, 6.228419, 271.798142, -0.474777, 0.183883, 14.165491, -0.025759, 0.013669, -0.000177, -0.000795, 271.862625, -4.425000, 1.557768, -0.000967, 0.000000, 0.000000, 0.001821, -0.000068, , 
87, 8.700000, Ego, 0, 18.055556, -0.000168, 2.703378, 9.093062, 207.050485, -0.360407, 0.163053, 18.054825, -0.032426, 0.017348, -0.000154, 0.001122, 207.126134, -8.000000, 1.561717, -0.000965, 0.000000, 0.000000, 0.001792, -0.000054, , Obj1, 1, 14.166667, -0.000216, 0.284488, 6.246945, 273.214690, -0.477361, 0.185256, 14.165473, -0.025841, 0.013734, -0.000179, -0.000827, 273.279720, -4.425000, 1.557670, -0.000972, 0.000000, 0.000000, 0.001827, -0.000069, , 
88, 8.800000, Ego, 0, 18.055556, -0.000169, 1.578923, 9.109542, 208.855966, -0.363639, 0.164801, 18.054809, -0.032321, 0.017483, -0.000160, 0.001055, 208.932464, -8.000000, 1.561620, -0.000972, 0.000000, 0.000000, 0.001786, -0.000054, , Obj1, 1, 14.166667, -0.000217, 4.332107, 6.265608, 274.631235, -0.479954, 0.186636, 14.165455, -0.025927, 0.013799, -0.000180, -0.000859, 274.696818, -4.425000, 1.557573, -0.000976, 0.000000, 0.000000, 0.001833, -0.000069, , 
89, 8.900000, Ego, 0, 18.055556, -0.000170, 0.454468, 9.126198, 210.661445, -0.366861, 0.166563, 18.054793, -0.032222, 0.017618, -0.000160, 0.000988, 210.738800, -8.000000, 1.561522, -0.000980, 0.000000, 0.000000, 0.001781, -0.000054, , Obj1, 1, 14.166667, -0.000218, 2.096541, 6.284411, 276.047780, -0.482555, 0.188023, 14.165446, -0.026016, 0.013866, -0.000092, -0.000891, 276.113918, -4.425000, 1.557475, -0.000981, 0.000000, 0.000000, 0.001839, -0.000070, , 
90, 9.000000, Ego, 0, 18.055556, -0.000172, 5.613198, 9.143032, 212.466923, -0.370074, 0.168338, 18.054776, -0.032130, 0.017752, -0.000166, 0.000921, 212.545142, -8.000000, 1.561423, -0.000987, 0.000000, 0.000000, 0.001776, -0.000055, , Obj1, 1, 14.166667, -0.000221, 6.144160, 6.303353, 277.464323, -0.485166, 0.189422, 14.165432, -0.026107, 0.013988, -0.000134, -0.000906, 277.531021, -4.425000, 1.557375, -0.000995, 0.000000, 0.000000, 0.001845, -0.000071, , 
91, 9.100000, Ego, 0, 18.055556, -0.000173, 4.488743, 9.160045, 214.272399, -0.373278, 0.170127, 18.054760, -0.032044, 0.017887, -0.000167, 0.000854, 214.351490, -8.000000, 1.561324, -0.000994, 0.000000, 0.000000, 0.001772, -0.000055, , Obj1, 1, 14.166667, -0.000224, 3.908594, 6.322437, 278.880864, -0.487785, 0.190843, 14.165413, -0.026196, 0.014215, -0.000190, -0.000886, 278.948132, -4.425000, 1.557274, -0.001012, 0.000000, 0.000000, 0.001852, -0.000072, , 
92, 9.200000, Ego, 0, 18.055556, -0.000174, 3.364288, 9.177238, 216.077873, -0.376475, 0.171929, 18.054743, -0.031965, 0.018022, -0.000171, 0.000787, 216.157845, -8.000000, 1.561224, -0.001002, 0.000000, 0.000000, 0.001768, -0.000056, , Obj1, 1, 14.166667, -0.000228, 1.673028, 6.341666, 280.297404, -0.490414, 0.192289, 14.165394, -0.026282, 0.014455, -0.000196, -0.000863, 280.365250, -4.425000, 1.557171, -0.001029, 0.000000, 0.000000, 0.001858, -0.000073, , 
93, 9.300000, Ego, 0, 18.055556, -0.000176, 2.239833, 9.194612, 217.883346, -0.379664, 0.173744, 18.054725, -0.031893, 0.018157, -0.000173, 0.000721, 217.964205, -8.000000, 1.561123, -0.001009, 0.000000, 0.000000, 0.001764, -0.000056, , Obj1, 1, 14.166667, -0.000232, 5.720647, 6.361042, 281.713941, -0.493050, 0.193758, 14.165374, -0.026366, 0.014695, -0.000200, -0.000839, 281.782376, -4.425000, 1.557066, -0.001046, 0.000000, 0.000000, 0.001863, -0.000074, , 
94, 9.400000, Ego, 0, 18.055556, -0.000177, 1.115378, 9.212169, 219.688816, -0.382847, 0.175574, 18.054708, -0.031828, 0.018292, -0.000177, 0.000654, 219.770571, -8.000000, 1.561021, -0.001017, 0.000000, 0.000000, 0.001760, -0.000056, , Obj1, 1, 14.166667, -0.000236, 3.485081, 6.380567, 283.130477, -0.495695, 0.195252, 14.165353, -0.026447, 0.014934, -0.000205, -0.000816, 283.199509, -4.425000, 1.556960, -0.001063, 0.000000, 0.000000, 0.001869, -0.000076, , 
